planet_ID,planet_temp,log_H2O,log_CO2,log_CH4,log_CO,log_NH3
87,506.18893849918106,-8.567689896677587,-5.414428330484885,-7.504040558237182,-4.635057789002974,-5.811697863450604
88,556.6167315099178,-3.7779403820199993,-5.435627827936912,-3.724218609818584,-3.5202937412757396,-5.128998116873178
89,396.33809750536585,-9.12009877257069,-5.474424494933962,-5.364974583951051,-3.527498150397339,-9.66816598601056
90,428.4653801456184,-9.434629518116225,-6.761025388531414,-5.980471357486458,-4.052787117299958,-5.9183587228186045
91,1580.3157776155865,-9.191940861812462,-6.180793981717283,-9.01297100525902,-7.6594339219619485,-4.540215950711262
92,841.9706844195938,-6.53441352504549,-6.307849994837834,-9.772973123912086,-3.603387211665171,-6.805022965243599
93,1587.300938875732,-4.94689577416023,-9.300771996973902,-7.944785700714134,-7.51016532214685,-4.101456184344888
94,410.9430654445577,-9.126413990374845,-7.8163128244298195,-9.43678980208986,-3.2512369391828284,-4.598098796260602
95,457.1797445065401,-6.117637666467464,-5.21935735404216,-9.789567862797092,-3.044456188886093,-9.408402188564802
96,785.6278592630852,-3.926482619227575,-5.044407721090669,-9.74484365247615,-4.274544965546362,-9.207051945384988
97,1160.3398510568657,-8.916626714879637,-4.14839307564756,-3.3316043461534477,-7.9092069414069535,-9.102353220170212
98,1892.6653474482537,-3.0185392989359117,-8.58223814056306,-8.617710920544608,-4.4084874094971225,-4.8672672271998225
99,4251.769630958663,-9.157222396986056,-6.237921440409523,-4.130965792594951,-7.074901125690214,-8.962332688974843
100,1241.093500907657,-5.725134377987333,-7.676629036953925,-9.666627774720633,-7.966276797580155,-9.20212663763002
101,1311.4548324328791,-9.663892740394118,-7.000885506245377,-9.899077316349498,-4.2673752351650975,-9.332328264879711
102,631.5276753347113,-9.444114740880504,-6.653935202716305,-6.497440472910842,-3.1084807652174367,-5.033025470447627
103,741.7442390039095,-4.330475736438409,-6.789661338157146,-3.3837256825107516,-4.908394663878822,-5.6034495387004055
104,801.1868986940092,-9.213076838308464,-6.7150599928181025,-4.9882729426311725,-4.835777914094962,-5.80961870506227
105,829.3617406893575,-4.037091291123839,-4.723573801842629,-9.562997371866036,-7.808250694065518,-9.423154669464052
106,1465.924648957293,-6.176891039102584,-9.714977466045507,-5.630985849378771,-3.657742800058649,-9.479494651169851
107,1286.606382301199,-6.624213400697225,-6.104746818490715,-6.1738077376407405,-5.746130754507313,-6.840864982269451
108,1281.610678494365,-5.6697115931257285,-5.823954267132719,-9.633967294583,-3.3210557677705412,-9.295773618033705
109,4380.053383335127,-8.884931152630312,-4.3559781331142124,-8.978136998694225,-7.851754169762373,-4.496208978890665
110,1151.7276847095254,-8.981238467182827,-9.590741186512536,-3.3532572674043712,-7.533525953046781,-8.859158327041927
111,750.201145114361,-8.06665866263054,-6.025248455664833,-6.9272483775197005,-3.5207005291912647,-6.944526270231244
112,1419.1162648281131,-7.701432757840326,-5.708260466470425,-3.191670341419264,-7.135079614599131,-8.598530049436189
113,1471.7888770313398,-6.251409577271605,-5.481533805354752,-9.6341394412263,-4.329507058267575,-9.312685210273225
114,2444.550085788722,-4.936397624053907,-6.2701360405997155,-8.646510893770303,-8.468345620130684,-9.154251139413669
115,860.9717343709743,-3.145312606372034,-4.968621182973086,-9.391467102909012,-3.2023819449500355,-9.022061699145896
116,914.740372563038,-5.570364233876993,-9.5939628528447,-7.516920221927361,-4.21885169852745,-9.264555762693554
117,1111.8868611021849,-3.160915487283237,-4.6493014811926585,-9.25499230464282,-3.588947904040825,-9.156390545231371
118,1723.0719039188932,-6.757820745364315,-6.238127440569116,-9.5119233614424,-7.757415722637522,-9.346798285836536
119,1032.2729042302428,-8.925826983521947,-7.124520045020433,-3.224473632271676,-3.656164231554978,-8.873563630876584
120,475.41977957640887,-7.741477963523417,-6.196478709593963,-9.23658359955232,-3.1424968378350364,-5.118765223522672
121,1929.2872708529055,-8.610276491991874,-5.004402197252164,-3.317670245177151,-7.318057839011315,-8.573433645761131
122,1211.1743291306666,-8.824453318528391,-5.463787537255502,-3.867593998820653,-7.062536201066905,-4.82109239299329
123,1840.248187939536,-8.696412607188122,-4.731357056342604,-3.044616375005131,-7.659442368934523,-8.707511547953835
124,799.9297234595169,-3.9095083494288434,-8.87352009466535,-4.969443760160817,-5.435516915120407,-6.7273445341184
125,970.2511183041167,-3.267535419472501,-4.591330816812261,-8.778731765005418,-4.163897380119533,-8.6690391498119
126,240.81976405787088,-3.702669019791789,-5.943390520427285,-4.986085585875141,-4.41461883848587,-9.27539729509097
127,1758.1488633620477,-3.378342351079465,-5.542464480804622,-3.7659142929795006,-7.0909401406677235,-8.592888598322121
128,811.2230520444231,-8.856926489753773,-4.761037637974873,-9.06402397555122,-8.105560744077602,-4.24486642899036
129,570.9866023884747,-8.692372802314575,-5.220684576476655,-3.0711410783938753,-3.102267162186645,-9.512141608021556
130,719.0849521069313,-9.434819803808084,-5.578136235494485,-6.553401883816862,-6.346172484317842,-5.485625087689641
131,503.7403793715772,-8.993523478040034,-8.57693198146435,-5.374206993682579,-3.9821944932016025,-4.448334090286238
132,1099.9081071499013,-3.297259109480736,-6.561931875820748,-8.471209325298815,-3.666716033435613,-5.510645912898134
133,1082.1364192800556,-3.3283968222441276,-9.641496811218346,-9.415074492521171,-7.384474176674808,-9.088214639579144
134,876.6030701386743,-9.03520660273877,-5.589937391207014,-5.336121850225969,-4.749469797719762,-6.304694799627152
135,2130.091153817863,-4.908196836159304,-6.078002607598936,-5.1257262863426885,-6.581575538634309,-5.087179406208543
136,513.1545866333023,-7.410751712667255,-4.580851372068103,-4.356444525261109,-4.246199300830767,-9.753071103531587
137,1130.4628418637046,-3.2567898267211057,-5.0496002789165875,-4.676149094113447,-5.537030943025612,-8.596950993593927
138,1427.4630201849468,-4.5030112372714415,-9.787086421594262,-4.822556042873302,-7.98725741800887,-8.864440302947688
139,1878.24633756239,-4.247213545078544,-8.880310223800338,-9.350815742887717,-4.640606293869619,-5.753071973253038
140,2776.320553352668,-8.288942353224439,-4.306917417009474,-3.538395615130002,-4.775102685351656,-8.352709659179538
141,469.6604938400056,-8.003720385254502,-5.452998820327936,-2.9882147733667255,-4.323575351962879,-8.027876638161736
142,1377.3674693235505,-9.35928904086358,-7.315712019336502,-9.39001351508273,-4.052306543299953,-5.253388620091272
143,1181.3591244328852,-4.666029469739393,-5.487485924760952,-3.336121467336832,-7.396099996353943,-8.589728867109379
144,999.9060109241564,-8.98784464686084,-6.05534899641713,-6.395345672317094,-3.4311205474865365,-4.130591321390297
145,1182.317165941984,-8.146569082169373,-6.002517833909535,-3.0179111509699097,-7.18585623426894,-4.451015619047455
146,1051.3719004181714,-5.761448230659075,-7.498378676553622,-9.933626841181905,-5.822720561797406,-9.65454382243312
147,598.1452717045644,-5.511488389944701,-8.077813865518126,-9.525595784734785,-5.120466991039602,-5.105818934698236
148,1603.8969865148551,-8.870346806697087,-7.05837274703805,-9.54251703845073,-6.349147599944488,-5.337482620305177
149,1142.9441670472745,-9.224889504247272,-4.509403346364372,-9.316099988114706,-6.624435409732218,-4.7453479909955485
150,968.2074993603688,-6.886780795945929,-5.624949938641992,-6.563073539795995,-3.7783460182248465,-6.543126314342424
151,1487.9836878741048,-3.787106038010018,-5.55477808332185,-9.027827659445917,-8.117202759024039,-9.116760581126355
152,580.8635794352944,-4.501236982671782,-4.740739282773573,-3.9547839300795737,-7.313230951771091,-4.853022498690443
153,1059.9583853016898,-8.749143043412847,-9.446050452763632,-3.1647537976065303,-7.834570870112912,-8.920065948022891
154,1149.8197789983392,-9.585070954798756,-4.687412192170306,-9.519900099529984,-5.783631474899246,-5.239506217974237
155,654.8087556455745,-5.225436072581741,-6.224504437805796,-4.824670141934507,-4.419715158567172,-6.133420516983635
156,873.418523253748,-6.679182480308552,-7.54938133113292,-5.968230499898727,-4.209158790303131,-8.986427396801009
157,1311.9685878599194,-5.959230610278996,-6.52439328247293,-9.52348148095395,-4.230459246258337,-7.6972262719555085
158,893.3123559039033,-8.99380709540591,-7.106538443164039,-5.730945223563472,-4.549062684979895,-9.154352182084676
159,1735.7958774521296,-8.531737231722015,-6.056421925534461,-3.226756739947682,-6.003520718627338,-8.378665969762212
160,1207.6879475616315,-9.411517848781877,-5.186767209399802,-9.379250255197658,-7.809128747931496,-5.088946318790915
161,2359.780129438793,-3.124664367376871,-9.196736416782262,-8.62350146258521,-3.382452351262259,-8.303968477455975
162,1655.4837043885464,-8.081799366797396,-5.9777414167600496,-6.593428204502118,-6.67178925293642,-7.69342436306003
163,446.24609350453255,-5.7672813470311315,-4.531854810091442,-4.980084948683259,-3.761275045398148,-5.516096551725697
164,936.1552663212352,-8.646697005101322,-4.925963499749079,-5.096791151761844,-8.041818095621261,-4.778289133665836
165,594.3687446893376,-9.102082331621713,-9.740389872922291,-6.717977814545229,-4.293873855515694,-5.787503406391333
166,2204.056517682705,-6.51204879876527,-9.824486446833442,-5.9920419746775435,-5.292354873911555,-8.787801494549036
167,1762.554197352504,-9.533631533657992,-5.416092069075847,-6.324099730000073,-4.317201914091739,-5.970701907459906
168,807.9403193741393,-9.129586981321197,-4.220873204409969,-4.64028971685225,-6.941380163596305,-9.377419364602602
169,393.18434794941373,-7.609053119784825,-4.734061644694557,-9.775141390391145,-5.085953813528356,-9.667429875937582
170,1829.6345022201103,-8.776274322767494,-6.816001436167171,-4.218868933816532,-7.146871971248651,-9.137309266272412
171,903.5458863280048,-4.8489881420767045,-6.4185258191559065,-9.447130537496346,-4.579523085242997,-9.331315424276193
172,1442.9041391958583,-9.483064445896078,-7.691531497311674,-9.846838220444328,-5.6665301366246865,-6.847364117021159
173,2965.547859806426,-4.766473215157292,-4.616976295588202,-9.180118553853546,-3.271756706843416,-9.27050490145874
174,545.0904095612797,-6.9491536504407385,-4.946843566031104,-7.496230528157811,-4.072448850993778,-9.724511991724356
175,283.1629707406747,-5.157151810661866,-7.963559404276959,-5.55516359680184,-4.79495491803025,-4.80451497961024
176,828.6491762839115,-9.53572206143884,-5.446883824119558,-9.50433721233027,-4.384396429389671,-6.087576187225779
177,1509.122184760202,-8.95851916240019,-6.560869777988555,-5.01521531274887,-4.0416124786542325,-9.270794256788898
178,572.9879582364825,-9.518707372640764,-8.946669763307673,-9.735013034535458,-3.3325743397419707,-6.291129205348794
179,3113.186323146185,-9.282629157717423,-5.948715635663903,-8.866500124711242,-7.8526821650757475,-5.221161123853327
180,699.1104567692036,-9.295094452846907,-5.321749482417728,-6.821858634977815,-7.508843875948636,-9.715574251810953
181,1737.323780264281,-8.587911616877921,-4.771031449249045,-3.5246961235495515,-7.463164665267443,-4.892603205716187
182,908.8952756208124,-3.350640409604406,-4.913202677540328,-5.312371530476876,-5.127655888874622,-9.050723120168708
183,1384.4304923585817,-9.083095337548936,-9.539972483515289,-4.704605184173064,-4.8841181372430205,-5.606958431164151
184,1240.8589638051842,-8.797449058872747,-4.641806706338631,-3.967259812513459,-7.678656043260648,-4.685975409813518
185,1119.2256470749055,-4.377337655025826,-5.407576286942971,-5.787201268546786,-4.977810948149439,-9.345072808229704
186,641.9835064588574,-8.611991822439705,-4.9553183129226,-4.560707216782971,-7.91173608667871,-5.312707291617158
187,1165.354287849041,-6.148532185712577,-9.732560405547934,-6.867772235883872,-3.5240501645683,-8.644935607444388
188,669.6038595240994,-4.215355100562166,-7.042025452159991,-8.788900554947459,-7.1835719618288,-5.126275532119527
189,974.9040426125438,-3.807479826401316,-4.345177447894932,-6.252928547838585,-5.824943329419288,-8.869648755555096
190,1418.3141077689695,-4.812780871901806,-5.374866123498887,-3.971478224581822,-7.26466859787013,-5.393264485524003
191,441.777909384501,-4.186372555339871,-9.03999661401324,-8.657234250935808,-4.556282676382324,-6.169948624350243
192,412.31969796958685,-3.333189288558395,-6.1506769104389445,-5.27275167340414,-7.139981607748861,-7.134842544813555
193,550.906209361092,-9.468458005747188,-9.519731789374152,-8.110035393127795,-6.166378961621088,-9.695009636045564
194,957.773738624554,-6.630382274873575,-6.6709686542602205,-9.096583679360103,-5.534525447659274,-9.475011476949804
195,1276.8047237212263,-4.994641896056629,-6.289974182607763,-9.110955996679737,-7.587546729379381,-4.521442911660903
196,671.3356449583072,-6.7650300648293005,-5.9059192346222025,-6.531791902743101,-4.361844330745517,-9.563092351293212
197,619.7359494461048,-9.533924001728622,-6.409833514313194,-8.35769166366883,-4.691747892948267,-9.790623141998903
198,1529.0149811604938,-9.729789273869066,-9.756399504970682,-9.663072725243817,-4.9760011956392605,-5.708833668970504
199,1272.00560094127,-9.314665635738717,-4.250108197179067,-6.242408242562788,-3.8979569861103647,-9.377303480857584
200,1727.1180906158909,-4.5532324715972035,-6.195202447637358,-9.092019574089427,-3.251897002246346,-5.889181545752097
201,1789.6579877439192,-8.378798247569296,-9.204477355984524,-3.6657700080673745,-4.494753905745166,-6.994893623381476
202,1006.6020513461172,-8.89686197727771,-8.837074465400118,-4.003520431781863,-4.449006742909822,-5.632443447695467
203,3224.4908821898557,-4.5432035768579375,-6.198842019510072,-3.218830338484606,-6.815533415974851,-8.375442358025149
204,1004.207230793456,-7.160244177861627,-5.959451751145316,-5.343697681112502,-3.19377641285214,-7.939963423556223
205,2904.3959379371877,-6.159264255757641,-4.053167016109816,-5.676123649498267,-3.679554813701833,-5.002849225101899
206,1417.9782659489165,-9.677898966019178,-5.043300471483481,-7.18381601671364,-3.735277852944927,-9.50835642233665
207,1020.1835479203718,-4.229535723690323,-6.135818527070629,-6.643911402580142,-6.7494557718521175,-9.337449470413274
208,1479.8617125478352,-8.873276736374782,-5.5232070618453495,-4.0550196036959765,-3.670655859561702,-8.832547416400983
209,441.56560307802,-8.957919300810518,-6.014084583288827,-6.33140027685336,-4.368543763856734,-6.345255135174128
210,2566.3574080545927,-5.5049592946080645,-9.61867026020284,-4.447269891424979,-7.60112332948535,-8.972815258653295
211,631.2904166922308,-9.37894791800453,-7.024007930597567,-5.926318093374542,-6.913187575052825,-5.273221883567855
212,517.1140391839651,-4.572746410232449,-7.494393748426049,-4.426132549439289,-5.324785459657784,-5.460801739387952
213,1070.951162584405,-3.537131254161608,-9.560347305789763,-9.382906282070367,-7.715172356381756,-9.22087939751624
214,903.1135976829504,-6.161869556899565,-9.281386644792828,-7.005285472092218,-3.229845650334987,-5.344883294747503
215,1430.2314473030733,-3.806566183953159,-9.544002899662544,-5.493949778558509,-6.569272928651686,-5.519034290785185
216,487.38951985309376,-4.933022595335272,-8.503101550908303,-9.599297661313988,-3.2181978884104465,-9.563008242638317
217,1847.321920913162,-9.490370851265832,-8.340046468455773,-6.778696844469726,-4.336085910644113,-6.386029723356307
218,3207.8200854501706,-9.037569934130262,-5.614215219600083,-3.73536746899692,-3.7119180113051113,-9.031697203475854
219,321.6210236942581,-8.579211985713334,-7.148231496000591,-5.174862879767465,-5.000381952456929,-5.609148823897533
220,1159.005376387894,-3.993814333018625,-6.977531650033853,-7.056141981950257,-3.2631643514212323,-9.397311103383563
221,2300.3714009595656,-6.463719115840216,-7.950103039017259,-4.682344396336245,-5.454277846736987,-5.150623330387186
222,670.8357141649695,-3.078467950903745,-6.877808295254455,-9.664594255560752,-3.985597146076582,-9.250645501360465
223,1460.912064904776,-9.06950366154824,-6.772799505797142,-5.303715900591372,-3.61337446229612,-4.55486246157333
224,2052.58650238452,-5.0358268597031675,-5.441301458374082,-5.278547748904161,-4.484716052910999,-9.153894523316591
225,999.3286214741116,-6.957954636214894,-6.118465192144296,-9.649303310916627,-3.87109335769107,-5.800134433607611
226,309.878243650027,-3.0912917145591363,-7.08842825798837,-9.158752169732365,-3.212252905924351,-9.102281291890453
227,1432.8079315016653,-9.132724663387608,-6.2130641267729505,-8.652882214438451,-4.730918435716403,-4.187406817763021
228,3374.56131486978,-4.411754547135882,-8.65248492058793,-8.61737077333337,-4.289606928395312,-8.789656162209523
229,1184.804513638674,-3.22745801092722,-5.628398905217005,-6.815385804070703,-6.717610091413869,-6.252775789047319
230,562.4104106604474,-4.536595466635246,-4.948002593266396,-9.485420385567116,-7.514723028858656,-9.627300779675268
231,653.1147146469654,-9.19623915684108,-5.109036084490794,-9.38166282471007,-5.889278699155752,-4.226628898936727
232,1135.4071951788617,-9.606919014322925,-5.854150942111253,-9.561357404097418,-4.187456975611417,-5.527166022793804
233,1393.2203093056098,-4.156254122220647,-4.312435416643744,-4.9483700936928825,-4.439430149340973,-9.133988393218724
234,2504.2200049758667,-8.944939450969382,-9.702538740931518,-3.2622402899355487,-3.9620725201098352,-8.809593147014768
235,393.9933592718317,-7.82808476456416,-4.824910747743633,-3.8257823433340823,-5.511870609300929,-5.830426484589423
236,731.8359693736576,-8.798163482645002,-4.554119973083809,-4.302729116409946,-4.722498375045485,-4.307086331229869
237,510.16451531129786,-5.747815594479112,-6.677693663071119,-8.756256044025912,-5.738177820780151,-5.6503384519858235
238,1443.007530015409,-6.130173968814726,-6.436476338042366,-5.303802824994695,-7.696828776607876,-9.317430731603729
239,1176.0637432371468,-5.763294728163714,-4.018424800469955,-5.864860601555065,-8.179635283364314,-5.170361341027878
240,1025.8652376447371,-9.091970789308162,-8.63118021455541,-3.2606589765640557,-8.154108584438072,-8.960220822000577
241,1208.9154059360685,-9.062768395785204,-4.517597324481635,-9.161119218977612,-7.134523646160141,-4.030635101944396
242,687.731191659895,-5.416577440220938,-6.5438749455076834,-9.452653839663666,-5.358709560257247,-4.389621564889561
243,1545.8885830326635,-9.286277200635048,-5.599522085490629,-4.893880704326715,-7.714215768846758,-9.185554586577648
244,1337.132939852695,-4.956258157427972,-6.695933817437829,-9.383323060305887,-7.995338438384949,-6.053299967055637
245,538.1758077784024,-5.251060990715649,-3.992217626783503,-5.772438404815518,-6.745885069028245,-7.041413847433542
246,935.3023060713645,-6.717149933151903,-6.926457467444033,-4.150404282347635,-3.060915102015961,-9.04944022343113
247,494.8040233149675,-5.368973463715162,-4.571108284127203,-3.959564386351393,-6.159528223568767,-9.650636624879352
248,3369.227364192558,-5.166683968556478,-8.504981411780719,-8.538256502272176,-6.506216695198928,-5.035034158084379
